name|ra|dec|vmag|class|bii|bv_color|lii|radvel
HR 2376|06 34 32.81|+55 21 11.2|6.45|STAR K0III|19.74710||159.97400|-20
HR 2377|06 25 28.61|-69 41 25.1|5.38|STAR G8III|-27.55180|0.97|280.04100|9
HR 2378|06 32 23.30|+11 40 25.0|6.03|STAR K0III|1.14040|1.07|200.38800|-21
HR 2379|06 31 22.99|-12 23 30.1|5.15|STAR K3III|-10.00980|1.27|221.81500|17
HR 238|00 50 57.41|+51 30 29.2|6.39|STAR F2IV|-11.36350|0.28|122.85500|2
HR 2380|06 30 46.30|-27 46 09.8|5.93|STAR B2V|-16.46100|-0.15|236.16700|20
HR 2381|06 31 50.09|-08 09 29.2|5.43|STAR|-8.04590|1.38|218.01500|3
HR 2382|06 32 19.20|+04 51 20.9|5.84|STAR K0V|-2.02230|0.99|206.42800|21
HR 2383|06 33 42.70|+33 01 27.1|6.42|STAR A3V|11.00250|0.03|181.31700|-9
HR 2384|06 29 49.10|-50 14 21.1|5.27|STAR F2V|-23.83720|0.41|258.81500|2
HR 2385|06 32 54.19|+07 19 59.2|4.50|STAR A0I|-0.75100|0.00|204.29700|12
HR 2386|06 32 23.11|-05 52 08.0|5.60|STAR F0V|-6.90020|0.25|216.01200|-21
HR 2387|06 31 51.31|-23 25 05.9|4.33|STAR B0IV|-14.53210|-0.24|232.11100|27
HR 2388|06 31 13.01|-35 15 33.1|5.84|STAR G8III|-19.10280|0.81|243.52800|14
HR 2389|06 29 28.51|-56 51 10.1|5.22|STAR K0III|-25.36250|1.09|265.89400|13
HR 239|00 50 03.70|-43 23 40.9|6.48|STAR A9III|-73.73110|0.29|303.82400|15
HR 2390|06 30 59.81|-40 54 59.0|6.20|STAR K3III|-21.01140|1.40|249.19900|51
HR 2391|06 33 36.10|+14 09 19.1|5.53|STAR|2.54590|1.11|198.32000|-12
HR 2392|06 32 46.90|-11 09 59.0|6.24|STAR G9III|-9.16640|1.11|220.84900|-11
HR 2393|06 31 34.99|-36 56 24.0|6.34|STAR M1III|-19.60800|1.63|245.22900|54
HR 2394|06 37 41.40|+61 28 52.0|5.94|STAR G8IV|22.03550|0.89|153.87200|-46
HR 2395|06 33 37.90|-01 13 13.1|5.10|STAR B5V|-4.51800|-0.14|211.98800|25
HR 2396|06 40 32.21|+71 44 56.0|5.92|STAR K0III|24.82150|1.19|143.09400|-23
HR 2397|06 32 39.00|-32 01 50.2|5.69|STAR B2IV|-17.67530|-0.17|240.46000|20
HR 2398|06 35 12.10|+28 01 19.9|5.27|STAR A0V|9.12660|-0.03|186.03800|17
HR 2399|06 32 21.31|-37 41 48.1|5.24|STAR G8III|-19.71810|1.00|246.04100|39
HR 24|00 09 21.00|-27 59 16.1|5.42|STAR F2V|-80.63530|0.42|25.24240|9
HR 240|00 54 53.09|+83 42 25.9|5.62|STAR A4V|20.83620|0.09|123.03300|12
HR 2400|06 31 18.29|-51 49 34.0|5.60|STAR F8V|-23.99920|0.54|260.56100|16
HR 2401|06 46 14.09|+79 33 52.9|5.45|STAR F8V|26.40950|0.50|134.59600|13
HR 2402|06 37 38.50|+56 51 27.0|5.85|STAR A2V|20.64210||158.60600|0
HR 2403|06 33 26.59|-20 55 26.0|6.40|STAR G5|-13.18210|0.83|229.91700|-2
HR 2404|06 34 46.39|+07 34 21.0|6.45|STAR A0V|-0.22930|-0.02|204.29800|38
HR 2405|06 36 32.90|+38 26 43.1|5.29|STAR|13.78410|2.61|176.51600|12
HR 2406|06 35 17.59|+09 59 17.9|5.88|STAR K4III|0.99690|1.51|202.21200|39
HR 2407|06 33 10.30|-38 37 31.1|6.44|STAR G8III|-19.87640|1.00|247.02800|29
HR 2408|06 30 03.00|-65 34 05.9|6.29|STAR F0III|-26.70860|0.33|275.48100|6
HR 2409|06 35 15.79|+00 53 24.0|5.80|STAR B8I|-3.19110|0.00|210.29300|10
HR 241|00 51 33.70|+51 34 16.0|6.21|STAR B9V|-11.30060||122.95100|-14
HR 2410|06 31 10.61|-61 52 46.9|6.15|STAR B3V|-26.05240|-0.15|271.42600|34
HR 2411|06 33 49.51|-36 13 55.9|5.42|STAR K3III|-18.94310|1.44|244.68800|32
HR 2412|06 31 58.39|-58 45 15.1|5.70|STAR B9V|-25.40420|-0.06|268.03000|2
HR 2413|06 36 00.00|+04 29 51.0|6.55|STAR B9III|-1.37310|-0.06|207.16900|13
HR 2414|06 35 03.41|-22 57 52.9|4.54|STAR A0V|-13.67590|-0.05|231.98900|26
HR 2415|06 34 35.30|-32 42 59.0|5.62|STAR B8V|-17.54480|-0.08|241.28700|28
HR 2416|06 33 26.09|-52 19 44.0|6.19|STAR G8III|-23.80370|1.09|261.18100|6
HR 2417|06 37 27.19|+24 35 26.9|6.44|STAR A3V|8.07110|0.10|189.37900|-2
HR 2418|06 36 35.30|-05 12 40.0|5.52|STAR B8V|-5.67010|-0.08|215.89500|27
HR 2419|06 38 39.50|+39 23 26.9|5.69|STAR K5III|14.53900|1.35|175.79200|33
HR 242|00 50 41.21|-50 59 12.8|5.22|STAR F2III|-66.14080|0.36|303.22400|22
HR 2420|06 38 49.20|+39 54 09.0|5.20|STAR B8III|14.76990|-0.07|175.31900|9
HR 2421|06 37 42.70|+16 23 57.1|1.93|STAR A0IV|4.45260|0.00|196.77400|-13
HR 2422|06 37 24.10|+06 08 07.1|6.06|STAR O8|-0.31090|0.05|205.87400|25
HR 2423|06 36 22.80|-18 39 36.0|5.70|STAR G8III|-11.61020|0.85|228.10600|25
HR 2424|06 35 24.10|-36 46 48.0|5.59|STAR A0V|-18.83560|-0.14|245.34700|23
HR 2425|06 38 22.99|+28 59 03.1|5.79|STAR B9|10.17380|0.00|185.46600|18
HR 2426|06 37 36.89|+10 51 11.2|6.38|STAR K0|1.90100||201.70600|2
HR 2427|06 39 19.90|+42 29 20.0|4.79|STAR K3III|15.86330|1.23|172.88600|17
HR 2428|06 36 46.70|-13 19 14.9|5.97|STAR K5|-9.23110|1.56|223.24400|-12
HR 2429|06 36 40.99|-19 15 20.9|3.95|STAR K1III|-11.79610|1.06|228.68800|3
HR 243|00 51 18.31|+03 23 06.0|6.37|STAR K0III|-59.48670|1.07|122.86700|6
HR 2430|06 37 40.30|+02 42 15.1|6.17|STAR K1III|-1.82530|1.08|208.95400|-8
HR 2431|06 35 54.00|-36 05 20.0|6.35|STAR G0V|-18.50050|0.48|244.70000|28
HR 2432|06 37 52.70|+04 57 25.9|6.15|STAR B1I|-0.74630|0.14|206.97500|33
HR 2433|06 36 40.90|-22 36 54.0|6.35|STAR B5V|-13.19120|-0.11|231.81800|34
HR 2434|06 39 58.01|+44 00 50.0|6.41|STAR K1III|16.54750||171.46200|-30
HR 2435|06 34 58.61|-52 58 32.2|4.39|STAR A0II|-23.73490|-0.02|261.92900|23
HR 2436|06 39 05.30|+22 01 50.9|6.04|STAR G9III|7.27370|1.03|191.86300|-9
HR 2437|06 37 40.90|-12 59 06.0|6.12|STAR K0|-8.88660|1.00|223.03600|9
HR 2438|06 39 33.10|+28 15 47.2|6.03|STAR B7III|10.09510|-0.08|186.24000|19
HR 2439|06 39 31.39|+24 36 00.0|6.38|STAR F8IV|8.49770|0.53|189.58000|18
HR 244|00 53 04.10|+61 07 27.1|4.82|STAR F8V|-1.74690|0.53|123.12900|21
HR 2440|06 38 20.50|-02 32 37.0|6.14|STAR K2|-4.07220|1.48|213.70600|27
HR 2441|06 38 49.51|+04 42 02.2|6.57|STAR B8III|-0.65450|-0.07|207.31200|33
HR 2442|06 38 38.11|+01 36 49.0|6.21|STAR O9II|-2.11070|0.15|210.03500|58
HR 2443|06 37 53.40|-18 14 15.0|4.43|STAR K1II|-11.10690|1.15|227.87000|-2
HR 2444|06 37 01.90|-38 08 48.1|6.04|STAR K0III|-19.00290|1.03|246.82100|29
HR 2445|06 36 51.31|-41 33 24.8|6.34|STAR K0II|-20.17140|1.15|250.22200|14
HR 2446|06 37 13.80|-36 59 26.2|5.71|STAR B7IV|-18.56600|-0.12|245.69000|21
HR 2447|06 37 47.59|-32 20 22.9|5.27|STAR K2III|-16.77790|1.18|241.18200|79
HR 2448|06 38 35.40|-16 52 25.0|6.03|STAR A1V|-10.37400|0.03|226.68700|10
HR 2449|06 39 47.59|+12 58 59.2|5.97|STAR A2V|3.34790|0.06|200.05300|-20
HR 245|00 51 52.10|-43 42 33.1|6.90|STAR F2V|-73.41880|0.35|302.65900|13
HR 2450|06 39 16.70|-14 08 44.9|4.82|STAR K2II|-9.04460|1.50|224.26400|29
HR 2451|06 37 45.70|-43 11 46.0|3.17|STAR B8III|-20.53700|-0.11|251.93600|28
HR 2452|06 41 37.70|+35 55 54.8|6.46|STAR F8III|13.69470|0.49|179.30300|86
HR 2453|06 41 21.00|+28 11 47.0|6.42|STAR G5I|10.42430|1.09|186.47300|-6
HR 2454|06 40 31.80|+06 22 18.1|6.51|STAR B8III|0.48840|-0.14|206.02100|35
HR 2455|06 39 36.31|-23 41 44.2|6.05|STAR A0|-13.02090|-0.03|233.11300|26
HR 2456|06 40 58.70|+09 53 44.2|4.66|STAR O7V|2.19860|-0.25|202.93700|33
HR 2457|06 41 21.79|+16 23 51.0|6.28|STAR A1V|5.23300|-0.01|197.17300|22
HR 2458|06 41 17.21|+11 00 11.9|6.11|STAR M1III|2.77130|1.68|201.98400|16
HR 2459|06 43 04.99|+44 31 27.8|5.02|STAR K5III|17.25460|1.48|171.18200|-73
HR 246|00 52 53.40|+38 32 55.0|6.69|STAR A2V|-24.32220|0.02|123.24300|16
HR 2460|06 39 42.70|-30 28 13.1|5.71|STAR K0III|-15.69130|1.14|239.54100|-24
HR 2461|06 41 05.40|+00 29 43.1|5.79|STAR B8III|-2.07610|-0.10|211.31100|23
HR 2462|06 38 37.61|-48 13 13.1|4.93|STAR G8III|-21.91070|0.87|257.12300|28
HR 2463|06 44 11.59|+53 17 47.0|6.27|STAR K0|20.41210|1.08|162.53000|19
HR 2464|06 43 13.80|+37 08 48.8|6.19|STAR K0|14.47460|1.03|178.28700|-41
HR 2465|06 39 56.90|-38 09 32.0|6.58|STAR K1III|-18.46910|1.18|247.04200|18
HR 2466|06 42 24.29|+17 38 43.1|5.21|STAR A2V|6.01580|0.06|196.16500|15
HR 2467|06 41 59.30|+06 20 42.0|6.37|STAR O6V|0.79840|-0.05|206.21000|31
HR 2468|06 38 00.60|-61 31 59.2|6.18|STAR G1V|-25.19440|0.62|271.20600|32
HR 2469|06 41 56.40|-09 10 01.9|5.19|STAR M0III|-6.26040|1.53|220.04800|1
HR 247|00 52 40.61|-24 00 20.9|5.46|STAR K2III|-86.86520|1.24|128.11200|34
HR 2470|06 46 14.09|+59 26 30.1|4.87|STAR A3V|22.48140|0.08|156.30500|-3
HR 2471|06 44 12.60|+36 06 34.9|6.31|STAR A2V|14.24420|0.06|179.35100|-15
HR 2472|06 44 12.10|+29 56 42.0||CV CLASSICAL NOVA|11.72810||185.12700|
HR 2473|06 43 55.90|+25 07 52.0|2.98|STAR G8I|9.62910|1.40|189.53600|10
HR 2474|06 43 06.50|+03 01 59.9|6.19|STAR K0|-0.46770|1.37|209.28300|31
HR 2475|06 41 14.09|-40 20 58.9|6.12|STAR B4V|-18.99050|-0.14|249.30500|17
HR 2476|06 40 49.30|-47 40 28.9|6.65|STAR M2III|-21.39970|1.58|256.67700|21
HR 2477|06 46 49.51|+57 10 09.1|5.35|STAR K0III|21.92800|0.96|158.68700|19
HR 2478|06 43 59.30|+13 13 40.1|4.49|STAR K0III|4.36930|1.16|200.29900|14
HR 2479|06 43 38.69|+03 55 55.9|5.90|STAR B0III|0.06220|-0.02|208.54500|35
HR 248|00 53 00.50|-01 08 39.1|4.77|STAR M0III|-64.01320|1.57|123.82800|16
HR 2480|06 44 45.50|+28 58 14.9|5.44|STAR K4III|11.43020|1.45|186.08200|16
HR 2481|06 42 45.79|-22 26 57.1|6.13|STAR F0|-11.84400|0.34|232.25900|44
HR 2482|06 42 16.39|-38 23 55.0|6.29|STAR A3V|-18.12600|0.34|247.44800|63
HR 2483|06 46 44.30|+43 34 39.0|5.25|STAR G0V|17.52410|0.56|172.35600|-24
HR 2484|06 45 17.40|+12 53 44.2|3.36|STAR F5III|4.50210|0.43|200.74000|25
HR 2485|06 48 12.89|+55 42 15.8|6.33|STAR|21.69450||160.25800|12
HR 2486|06 48 12.29|+55 42 15.8|6.28|STAR|21.69310|0.47|160.25800|9
HR 2487|06 47 39.60|+48 47 21.8|5.22|STAR K0III|19.47350|1.12|167.25500|-8
HR 2488|06 43 23.30|-39 11 35.9|6.30|STAR A8|-18.20240|0.26|248.31100|10
HR 2489|06 45 54.19|+12 41 37.0|6.46|STAR A9III|4.54450||200.98800|9
HR 249|00 53 28.20|+37 25 05.2|6.06|STAR|-25.45190|1.14|123.37900|-6
HR 2490|06 50 57.10|+67 34 18.8|5.14|STAR B4IV|24.88350|-0.17|147.80200|5
HR 2491|06 45 08.90|-16 42 58.0|-1.46|STAR A1V|-8.89030|0.00|227.23000|-8
HR 2492|06 44 28.39|-31 04 14.2|5.20|STAR B2III|-14.98050|-0.12|240.52500|34
HR 2493|06 44 51.89|-27 20 29.0|6.45|STAR G2V|-13.42060|0.54|237.03000|-12
HR 2494|06 46 32.40|+08 35 13.9|5.93|STAR B2V|2.82470|-0.17|204.72800|10
HR 2495|06 45 23.30|-23 27 42.8|6.05|STAR K0|-11.71780|1.20|233.45600|34
HR 2496|06 48 17.40|+41 04 43.0||OPEN STAR CLUSTER|16.88250||174.90200|
HR 2497|06 45 02.40|-30 35 10.0|6.54|STAR B8IV|-14.67900|-0.11|240.11300|18
HR 2498|06 45 59.30|-14 47 46.0|5.32|STAR A2V|-7.86890|0.07|225.57400|-19
HR 2499|06 47 23.50|+18 11 35.9|6.20|STAR A2V|7.32190|0.07|196.20100|21
HR 25|00 09 24.70|-45 44 51.0|3.88|STAR K0III|-69.59440|1.03|324.33700|-9
HR 250|00 53 47.59|+52 41 21.1|6.27|STAR A5|-10.18080|0.19|123.29500|-1
HR 2500|06 45 22.80|-31 47 37.0|5.92|STAR F6V|-15.08380|0.48|241.29300|32
HR 2501|06 45 31.30|-30 56 56.0|5.80|STAR B2III|-14.72620|-0.19|240.50000|7
HR 2502|06 46 39.00|-10 06 25.9|5.66|STAR B9V|-5.64260|-0.05|221.41500|17
HR 2503|06 47 19.80|+08 02 13.9|4.77|STAR K4III|2.74900|1.40|205.30700|47
HR 2504|06 46 51.10|-14 25 32.9|5.29|STAR B9III|-7.51840|-0.04|225.33200|15
HR 2505|06 40 57.79|-71 46 32.2|6.51|STAR K1III|-26.47620|1.11|282.50500|21
HR 2506|06 47 51.60|+02 24 43.9|4.47|STAR K0III|0.30430|1.11|210.37700|11
HR 2507|06 46 03.29|-39 32 24.0|6.62|STAR B6V|-17.84270|-0.13|248.84300|16
HR 2508|06 47 37.10|-08 59 53.9|5.07|STAR M1I|-4.93160|1.80|220.52800|24
HR 2509|06 47 01.49|-21 00 56.2|6.08|STAR B7III|-10.34180|-0.19|231.36000|15
HR 251|00 53 12.41|-24 46 36.8|6.46|STAR F6IV|-87.61540|0.44|132.62800|-4
HR 2510|06 46 12.10|-37 46 32.2|6.21|STAR B4V|-17.18100|-0.13|247.12800|15
HR 2511|06 53 42.19|+68 53 17.9|5.12|STAR B7III|25.37550|-0.13|146.42400|-21
HR 2512|06 49 41.30|+32 36 24.1|5.71|STAR K3II|13.88620|1.29|183.12700|-16
HR 2513|06 45 26.09|-52 12 04.0|6.57|STAR G6I|-21.99880|1.08|261.57200|17
HR 2514|06 48 19.01|-01 19 09.1|5.75|STAR F1V|-1.29580|0.28|213.75000|-14
HR 2515|06 45 53.69|-52 24 36.0|5.80|STAR K3III|-21.99020|1.53|261.80900|23
HR 2516|06 50 45.91|+41 46 53.0|5.02|STAR K3III|17.57000|1.27|174.39200|61
HR 2517|06 49 03.70|+01 00 06.8|6.15|STAR B3II|-0.07170|-0.13|211.76900|23
HR 2518|06 47 21.41|-37 55 46.9|5.26|STAR B9IV|-17.02510|-0.08|247.36500|47
HR 2519|06 49 49.80|+16 12 10.1|5.85|STAR B7III|6.96380|-0.13|198.26000|13
HR 252|00 52 24.29|-69 30 15.8|6.22|STAR F7IV|-47.62350|0.56|302.80600|30
HR 2520|06 53 05.09|+59 26 55.0|5.33|STAR G4III|23.32420|0.65|156.54200|13
HR 2521|06 49 16.39|-02 16 18.8|5.74|STAR B8III|-1.51700|-0.10|214.70800|10
HR 2522|06 48 57.79|-15 08 40.9|5.39|STAR B6V|-7.37740|-0.10|226.20900|23
HR 2523|06 46 52.80|-51 15 56.9|5.40|STAR K1II|-21.51630|1.34|260.67600|-5
HR 2524|06 46 41.50|-54 41 40.9|6.46|STAR G6III|-22.50540|0.86|264.21700|3
HR 2525|06 50 25.49|+13 24 47.9|5.65|STAR|5.85160|1.34|200.83900|26
HR 2526|06 47 18.70|-55 32 24.0|5.61|STAR K5III|-22.64580|1.52|265.12500|35
HR 2527|07 00 04.01|+76 58 39.0|4.55|STAR K4III|26.85970|1.36|137.55200|-26
HR 2528|06 49 43.99|-24 04 32.9|6.33|STAR A1|-11.07290|0.04|234.45000|-2
HR 2529|06 51 33.00|+21 45 40.0|5.27|STAR A2V|9.75620|-0.02|193.38500|34
HR 253|00 55 00.10|+58 58 22.1|4.83|STAR K2III|-3.89570|1.21|123.39200|-23
HR 2530|06 50 49.90|-00 32 26.9|5.77|STAR F2V|-0.38140|0.39|213.34400|-15
HR 2531|06 43 36.79|-73 07 05.2|6.37|STAR G8III|-26.43310|0.96|284.02000|16
HR 2532|06 53 07.61|+44 50 21.8|6.26|STAR A8V|19.03680|0.21|171.53000|6
HR 2533|06 52 00.00|+23 36 06.1|5.65|STAR K5III|10.63590|1.45|191.73900|40
HR 2534|06 50 42.29|-08 02 28.0|6.29|STAR A2|-3.81880|0.00|220.01600|22
HR 2535|06 50 21.89|-17 05 02.0|5.79|STAR K0|-7.92850|1.44|228.11600|23
HR 2536|06 44 56.09|-70 26 02.0|6.11|STAR K3III|-25.98320|1.33|281.06800|5
HR 2537|06 50 06.00|-27 20 02.0|7.04|STAR B2IV|-12.35630|-0.18|237.51000|33
HR 2538|06 49 50.50|-32 30 31.0|3.96|STAR B1IV|-14.49430|-0.23|242.35500|14
HR 2539|06 53 01.49|+38 52 09.1|6.12|STAR F2V|16.91480|0.37|177.39800|1
HR 254|00 54 35.21|+19 11 17.9|5.74|STAR A1V|-43.67710|-0.01|123.96000|10
HR 2540|06 52 47.30|+33 57 40.0|3.60|STAR A3III|15.01530|0.10|182.10500|21
HR 2541|06 53 13.39|+38 26 17.2|6.30|STAR|16.79230|0.49|177.83100|32
HR 2542|06 53 03.41|+35 47 19.0|6.01|STAR K3III|15.76890|1.45|180.37800|6
HR 2543|06 51 39.29|+03 02 30.1|6.38|STAR A2V|1.43480|0.04|210.24900|24
HR 2544|06 50 36.89|-25 46 41.2|6.33|STAR B2V|-11.60580|-0.18|236.11200|21
HR 2545|06 50 23.30|-31 42 22.0|5.70|STAR B6V|-14.07040|0.14|241.64200|20
HR 2546|06 49 57.79|-45 27 00.0|6.55|STAR K5III|-19.20610|1.51|254.95600|15
HR 2547|06 53 57.00|+38 30 18.0|6.48|STAR B9|16.94910|-0.05|177.82100|27
HR 2548|06 49 54.60|-46 36 52.9|5.14|STAR F5V|-19.60060|0.45|256.11800|20
HR 2549|06 50 52.39|-34 22 01.9|4.99|STAR K5III|-15.02310|1.38|244.21100|30
HR 255|00 54 17.59|-08 44 26.9|6.16|STAR G5IV|-71.60020|0.92|125.16800|45
HR 2550|06 48 11.40|-61 56 29.0|3.27|STAR A7IV|-24.09940|0.21|271.91900|21
HR 2551|06 52 49.39|+08 22 49.1|5.77|STAR F0V|4.11620|0.26|205.61800|27
HR 2552|06 52 22.90|-05 18 58.0|6.30|STAR K0|-2.21200|0.99|217.77300|31
HR 2553|06 49 56.21|-50 36 52.9|2.93|STAR K1III|-20.86250|1.20|260.16400|36
HR 2554|06 49 51.31|-53 37 19.9|4.40|STAR G6II|-21.76300|0.92|263.24400|26
HR 2555|06 53 22.51|+10 59 47.0|6.24|STAR K0III|5.41470|0.97|203.33500|-34
HR 2556|06 55 15.19|+45 49 35.0|6.34|STAR K0III|19.71680|0.94|170.67400|31
HR 2557|06 55 14.69|+43 54 36.0|6.13|STAR A9III|19.08010|0.32|172.59100|-7
HR 2558|06 51 42.29|-36 13 49.1|5.96|STAR A3V|-15.58470|0.18|246.06100|4
HR 2559|06 40 02.71|-80 48 49.0|5.64|STAR A5III|-27.20620|0.20|292.60400|7
HR 256|00 55 05.21|+48 40 43.0|6.27|STAR M2III|-14.18870|1.68|123.55300|-52
HR 2560|06 57 16.49|+58 25 21.0|4.35|STAR G5III|23.59930|0.85|157.77000|9
HR 2561|06 57 13.20|+57 33 47.9|6.05|STAR K3III|23.38370|1.49|158.67700|-54
HR 2562|06 50 01.10|-60 14 57.1|6.11|STAR F7III|-23.49160|0.46|270.17600|23
HR 2563|06 51 32.81|-48 17 33.0|6.42|STAR K2III|-19.88500|1.21|257.89900|-9
HR 2564|06 54 38.69|+13 10 40.1|4.65|STAR F0V|6.66590|0.30|201.51100|24
HR 2565|06 53 18.79|-19 01 58.1|5.64|STAR F1V|-8.15290|0.28|230.19500|30
HR 2566|06 53 21.70|-18 55 59.9|6.14|STAR A5|-8.09900|0.15|230.11000|41
HR 2567|06 53 00.10|-26 57 27.0|6.40|STAR M4III|-11.61280|1.53|237.43400|-13
HR 2568|06 56 32.30|+46 16 27.1|5.87|STAR B8III|20.07260|-0.06|170.30100|-41
HR 2569|06 55 18.60|+25 22 32.2|5.73|STAR G0V|12.06370|0.57|190.41900|-11
HR 257|00 53 37.90|-62 52 17.0|5.70|STAR M4III|-54.25500|1.56|302.50400|-10
HR 2570|06 54 08.50|-05 51 09.0|6.41|STAR A6V|-2.06600|0.17|218.45000|17
HR 2571|06 53 32.90|-20 13 27.1|4.83|STAR B1IV|-8.62340|-0.21|231.30300|28
HR 2572|06 54 24.60|-01 07 36.8|5.45|STAR A4IV|0.14740|0.18|214.27400|-9
HR 2573|06 56 55.99|+46 42 18.0|5.86|STAR|20.27430|1.08|169.88900|39
HR 2574|06 54 11.40|-12 02 19.0|4.07|STAR K4III|-4.85600|1.43|223.98200|97
HR 2575|06 52 39.70|-42 30 15.8|6.52|STAR F5II|-17.73290|0.42|252.21900|41
HR 2576|06 53 33.91|-28 32 22.9|6.04|STAR G5IV|-12.15730|0.71|238.95700|72
HR 2577|06 54 42.10|-01 45 23.0|6.21|STAR B3IV|-0.07490|0.56|214.86700|9
HR 2578|06 53 55.30|-24 32 21.1|6.21|STAR A1|-10.40480|0.01|235.28900|27
HR 2579|06 52 47.11|-43 58 32.9|6.46|STAR B8V|-18.23100|-0.10|253.67400|26
HR 258|00 54 58.01|+23 37 41.9|5.47|STAR K1IV|-39.23620|1.00|123.97500|2
HR 2580|06 54 07.90|-24 11 02.0|3.87|STAR K2I|-10.21010|1.73|234.98300|36
HR 2581|07 01 21.50|+70 48 29.2|5.68|STAR|26.31480|1.33|144.42500|-17
HR 2582|06 54 58.80|-02 48 13.0|6.04|STAR|-0.49070|1.10|215.83100|20
HR 2583|06 54 13.01|-23 55 41.9|6.91|WOLF RAYET STAR WN|-10.08330|-0.28|234.75700|130
HR 2584|06 55 34.61|+08 19 28.9|6.29|STAR A0V|4.69910|0.04|205.97500|20
HR 2585|06 57 37.10|+45 05 39.1|4.90|STAR A2V|19.87080|0.03|171.55400|-8
HR 2586|06 57 00.50|+33 40 52.0|5.89|STAR G5III|15.71630|0.88|182.72300|-10
HR 2587|06 52 46.90|-54 05 24.0|6.57|STAR G5I|-21.48500|1.08|263.86000|14
HR 2588|06 55 02.71|-20 24 16.9|5.74|STAR A3IV|-8.38650|0.08|231.62200|-15
HR 2589|06 56 25.80|+09 57 23.0|5.92|STAR B8V|5.62010|-0.08|204.60700|33
HR 259|00 55 14.69|+24 33 24.8|6.20|STAR M4III|-38.30660|1.62|124.03500|-10
HR 2590|06 55 37.39|-20 08 11.0|4.68|STAR|-8.14710|0.37|231.43800|8
HR 2591|06 54 26.71|-42 21 56.2|6.32|STAR|-17.37590|2.24|252.20600|32
HR 2592|06 52 45.41|-59 20 28.0|6.41|STAR A3|-22.93160|0.18|269.31200|-2
HR 2593|06 56 06.60|-14 02 37.0|5.00|STAR G5III|-5.33900|1.18|225.99100|19
HR 2594|06 54 02.30|-50 36 42.1|6.26|STAR K0III|-20.24310|0.99|260.37600|44
HR 2595|06 55 46.80|-22 56 29.0|5.30|STAR B3II|-9.33510|-0.18|234.00900|38
HR 2596|06 56 08.21|-17 03 15.1|4.37|STAR B3II|-6.67770|-0.07|228.70300|41
HR 2597|06 57 25.70|+11 54 27.0|6.27|STAR F2I|6.71010|0.34|202.96000|9
HR 2598|06 55 54.79|-31 47 24.0|6.36|STAR B3V|-13.02890||242.20800|21
HR 2599|06 57 00.10|-08 10 44.0|6.34|STAR K0II|-2.49230|0.64|220.84700|-5
HR 26|00 10 02.30|+11 08 44.2|5.51|STAR B9V|-50.43040|-0.07|106.86800|14
HR 260|00 56 12.91|+57 59 48.1|6.21|STAR K3III|-4.86910|1.37|123.56700|-30
HR 2600|06 59 02.81|+38 03 07.9|6.00|STAR K2III|17.71740|1.23|178.64300|25
HR 2601|06 58 47.40|+26 04 52.0|6.10|STAR F7V|13.06820|0.46|190.09000|6
HR 2602|06 51 27.00|-70 57 47.9|5.40|STAR B7IV|-25.53290|-0.11|281.74100|19
HR 2603|06 57 14.81|-22 12 11.9|6.61|STAR B1III|-8.70980|-0.19|233.48500|32
HR 2604|06 56 45.70|-35 20 30.1|6.29|STAR K2III|-14.29420|1.29|245.62800|18
HR 2605|06 59 27.89|+25 54 51.1|6.40|STAR B8III|13.13870|-0.11|190.31000|12
HR 2606|06 58 39.00|+07 37 18.8|6.27|STAR A3V|5.06210|0.11|206.94900|-12
HR 2607|06 57 33.91|-24 37 50.2|5.46|STAR|-9.69540|0.36|235.73300|20
HR 2608|06 56 16.01|-48 43 16.0|4.95|STAR M1III|-19.28720|1.69|258.60100|22
HR 2609|07 40 30.50|+87 01 12.0|5.07|STAR M2III|27.72310|1.63|126.22200|-25
HR 261|00 56 55.61|+68 46 34.0|6.37|STAR F4III|5.90980|0.38|123.43100|-8
HR 2610|06 58 57.00|+03 36 07.9|5.97|STAR G8III|3.31120|1.06|210.57800|17
HR 2611|06 57 42.41|-27 32 15.0|6.23|STAR B2V|-10.90790|-0.14|238.41900|24
HR 2612|06 57 17.59|-35 30 27.0|6.23|STAR F8IV|-14.26050|0.46|245.82900|10
HR 2613|06 59 20.09|+07 19 00.8|6.35|STAR B7III|5.07650|-0.11|207.29900|5
HR 2614|06 58 07.61|-27 09 52.9|6.37|STAR B2III|-10.66530|-0.19|238.11500|18
HR 2615|07 00 15.79|+16 04 44.0|5.68|STAR K3I|9.16130|1.66|199.48200|22
HR 2616|06 58 35.90|-25 24 50.0|5.59|STAR B3V|-9.82120|-0.16|236.55300|28
HR 2617|07 05 51.79|+70 43 54.8|6.50|STAR K0III|26.67420||144.55900|20
HR 2618|06 58 37.49|-28 58 19.9|1.50|STAR B2II|-11.32990|-0.21|239.83100|27
HR 2619|06 58 25.10|-34 06 42.1|5.06|STAR B3V|-13.49010|-0.16|244.60700|19
HR 262|00 55 58.49|+27 12 33.8|6.09|STAR A5IV|-35.65130|0.14|124.17300|-8
HR 2620|07 01 17.21|+32 24 51.8|6.59|STAR A9IV|16.06360|0.27|184.29600|-28
HR 2621|06 58 43.80|-30 59 52.1|6.42|STAR B3V|-12.15540|-0.14|241.72100|14
HR 2622|07 00 18.00|-05 22 00.8|6.30|STAR G0III|-0.48100|0.57|218.71700|54
